"id","A1_sum","A4_sum","B19_sum","C1_sum","C3_sum","C42.2_sum","C45a_sum","C47a_sum","D1_sum","sample_name","sample_type","collection_latitude","collection_longitude","collection_depth","timepoint","Barcode","full_id","collection_date","coral_species","transplant_group","native_site","transplant_site","native_transplant","home_foreign","parent","transplant_final_site","transplant_initial_site","transplant_group_sampled","transplant_time","dominant_type","minor_type","maj_ITS2","min_ITS2","notes","treatment"
"F4CW22",0,1,0,0,0,0,0,0,0,"F4CW22","coral_field",12.07093,-68.8585,1,"T1","F4","75FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","75DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F4CW23",0,1,0,0,0,0,0,0,0,"F4CW23","coral_field",12.07093,-68.8585,1,"T2","F4","78FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","78DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F5CW22",0,1,0,0,0,0,0,0,0,"F5CW22","coral_field",12.07093,-68.8585,1,"T1","F5","76FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","76DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F5CW23",0,1,0,0,0,0,0,0,0,"F5CW23","coral_field",12.07093,-68.8585,1,"T2","F5","79FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","79DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F6CW22",0,1,0,0,0,0,0,0,0,"F6CW22","coral_field",12.07093,-68.8585,1,"T1","F6","77FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","77DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F6CW23",0,1,0,0,0,0,0,0,0,"F6CW23","coral_field",12.07093,-68.8585,1,"T2","F6","80FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","80DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F7CW22",0,1,0,0,0,0,0,0,0,"F7CW22","coral_field",12.07093,-68.8585,1,"T1","F7","78FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","78DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F7CW23",0,0,0,0,0,0,0,1,0,"F7CW23","coral_field",12.06624,-68.86019,5,"T2","F7","71HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","71DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C47a",NA,"C47a","N/A","","native"
"F8CW22",0,1,0,0,0,0,0,0,0,"F8CW22","coral_field",12.07093,-68.8585,1,"T1","F8","79FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","79DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F9CW22",0,1,0,0,0,0,0,0,0,"F9CW22","coral_field",12.07093,-68.8585,1,"T1","F9","80FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","80DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F9CW23",0,0,0,0,0,0,1,0,0,"F9CW23","coral_field",12.06624,-68.86019,5,"T2","F9","73HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","73DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C45a",NA,"C45a","N/A","","native"
"G1CW22",0,0,0,0,0,1,0,0,0,"G1CW22","coral_field",12.06624,-68.86019,5,"T1","G1","74HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","74DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C42.2",NA,"C42.2","N/A","","native"
"G1CW23",0,0,0,0,0,0,0,1,0,"G1CW23","coral_field",12.06624,-68.86019,5,"T2","G1","77HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","77DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C47a",NA,"C47a","N/A","","native"
"G2CW22",0,0,0,0,0,0,0,1,0,"G2CW22","coral_field",12.06624,-68.86019,5,"T1","G2","75HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","75DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C47a",NA,"C47a","N/A","","native"
"G2CW23",0,0,0,0,0,0,0,1,0,"G2CW23","coral_field",12.06624,-68.86019,5,"T2","G2","78HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","78DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C47a",NA,"C47a","N/A","","native"
"G3CW22",0,1,0,0,0,0,0,0,0,"G3CW22","coral_field",12.06624,-68.86019,5,"T1","G3","76HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","76DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","A4",NA,"A4","N/A","","native"
"G3CW23",0,0.344024605,0,0,0,0,0.655975395,0,0,"G3CW23","coral_field",12.06624,-68.86019,5,"T2","G3","79HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","79DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2",NA,"A4","C45a","A4","","native"
"G4CW22",0,0,0,0,0,0,0,1,0,"G4CW22","coral_field",12.06624,-68.86019,5,"T1","G4","77HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","77DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C47a",NA,"C47a","N/A","","native"
"G5CW22",0,0,0,0,0,0,0,1,0,"G5CW22","coral_field",12.06624,-68.86019,5,"T1","G5","78HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","78DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C47a",NA,"C47a","N/A","","native"
"G6CW22",0,0.612497689,0,0,0,0,0.387502311,0,0,"G6CW22","coral_field",12.06624,-68.86019,5,"T1","G6","79HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","79DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1",NA,"A4","A4","C45a","A4 60% majority, then C45a minority","native"
"G7CW22",0,0,0,0,0,0,1,0,0,"G7CW22","coral_field",12.06624,-68.86019,5,"T1","G7","80HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","80DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C45a",NA,"C45a","N/A","","native"
"H12CW23",0,0,0,1,0,0,0,0,0,"H12CW23","coral_field",12.07093,-68.8585,1,"T2","H12","65FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","65DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","C1",NA,"C1","N/A","","transplant"
